01|1486983942437|24316352214145
02|30900000002449|30900000002450|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001312|30900000001313|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001433|30900000001434|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001675|30900000001676|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001435|30900000001436|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001001|30900000001002|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001437|30900000001438|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000000397|30900000000398|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001003|30900000001004|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001366|30900000001367|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000000789|30900000000790|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
02|30900000001713|30900000001714|||BLACKLIST_TYPE-05|BLACKLIST_SUBTYPE-05|AIS|||||DMS|BLACKLIST_REASON-05
09|50
